"Country","Age","Gender","Kids","Edu","Work.Status","Annual.Income","Occupation","TenureYears","TenureMonths","CommSize","MaritalStat","Sons","Daughters","Iwastealotoft","EvenafterImak","Idonâtmakedec","Idelaymakingd","Iputoffmaking","Ipaymybillson","Iampromptando","Ilayoutmyclot","Ifindmyselfru","Idonâtgetthin","Ifsomeonewere","Myfriendsandf","Igetimportant","Iamnotverygoo","0Ifindmyselfr","1Ischeduledoc","2Iammorepunct","3Idoroutinema","4WhenIhavetob","5Puttingthing","Ioftenfindmys","Ioftenmisscon","Whenplanninga","Whenitistimet","Alettermaysit","Igenerallyret","Evenjobsthatr","Iusuallymaked","Igenerallydel","0Whentravelin","1Whenpreparin","2Inpreparatio","3Ifabillforas","4Iusuallyretu","5Ioftenhaveat","6Ialwaysseemt","7Iusuallybuye","8Iusuallyacco","9Iamcontinual","0Iusuallytake","Inmostwaysmyl","Theconditions","Iamsatisfiedw","SofarIhavegot","IfIcouldlivem","YouConsider","OtheConsider","DPMean","AIPMean","GPMean","SWLSPMean","2016_Est_HDI","HDI_Category"
"United States",28,"Female","No Kids","deg","full-time",150000,"",4,0,"Village","Single",2,0,4,4,3,3,3,3,2,1,3,3,2,3,4,2,4,3,2,2,1,3,4,3,2,3,3,3,3,2,3,3,4,4,3,5,5,5,4,5,5,3,1,2,2,3,3,"yes","no",3.4,2.5,3.6,2.2,0.92,"Very High"
"United States",24,"Female","No Kids","deg","full-time",15000,"",1,6,"Village","Single",2,0,2,3,3,2,2,1,1,2,1,2,1,1,3,1,1,3,1,4,1,2,3,2,2,1,4,3,3,3,4,1,5,3,1,1,3,4,3,2,3,2,3,3,4,3,4,"yes","no",2.4,1.7,2.6,3.4,0.92,"Very High"
"United States",32.5,"Female","Yes Kids","deg","full-time",45000,"",3,0,"Village","Married",2,1,3,4,3,2,2,2,4,5,5,3,1,4,2,2,5,5,5,5,4,3,5,2,2,5,5,5,3,4,4,4,2,4,5,3,5,5,5,4,5,5,3,4,4,4,3,"yes","yes",2.8,3.7,4.1,3.6,0.92,"Very High"
"United States",37.5,"Male","No Kids","phd","full-time",45000,"",7,0,"Large Town","Single",2,0,5,4,4,4,4,4,4,4,5,4,3,5,4,4,4,4,5,3,5,5,5,3,4,5,3,4,5,4,5,4,4,5,4,4,4,5,5,4,5,4,2,3,2,2,2,"yes","yes",4.2,4.2,4.3,2.2,0.92,"Very High"
"United States",37.5,"Female","No Kids","ltuni","student",15000,"",3,0,"Village","Single",2,0,5,4,3,2,2,3,3,5,4,4,5,5,5,3,4,5,4,3,3,3,4,2,1,3,5,3,5,2,5,1,4,5,5,3,4,5,3,4,4,4,1,1,1,1,3,"yes","yes",3.2,3.9,3.6,1.4,0.92,"Very High"
"United States",55,"Female","No Kids","deg","unemployed",87500,"",1,0,"Village","Single",2,0,3,2,2,2,3,1,1,3,3,3,3,2,2,3,3,1,1,4,2,3,2,2,1,1,2,1,2,2,3,2,3,3,3,3,3,4,2,3,2,2,4,4,3,3,2,"yes","no",2.4,2.3,2.3,3.2,0.92,"Very High"
"United States",24,"Female","No Kids","deg","student",10000,"",2,0,"Village","Single",2,0,2,2,2,1,1,1,1,5,3,1,1,1,3,1,1,2,3,2,1,3,3,1,2,3,5,3,3,2,3,1,3,3,5,4,2,5,3,3,2,1,5,5,5,5,5,"no","no",1.6,1.9,2.8,5,0.92,"Very High"
"United States",22,"Female","No Kids","dip","unemployed",10000,"",3,0,"","Single",2,0,2,2,5,5,5,5,5,5,2,3,4,4,4,2,2,2,4,4,4,3,4,2,4,5,4,5,2,4,4,2,2,4,3,4,4,4,4,4,4,4,2,3,1,1,4,"yes","yes",3.8,3.5,3.6,2.2,0.92,"Very High"
"United States",37.5,"Male","Yes Kids","deg","full-time",45000,"",14,0,"Small Town","Married",2,1,3,3,2,1,1,4,1,3,1,1,5,3,2,2,3,3,1,3,1,3,2,2,2,1,3,3,3,2,2,2,5,2,4,4,2,3,3,2,2,3,5,5,5,5,2,"no","no",2,2.4,2.6,4.4,0.92,"Very High"
"United States",37.5,"Female","Yes Kids","ma","student",87500,"",0,0,"Medium-Sized","Married",NA,3,4,4,4,3,3,1,1,4,3,2,1,5,4,3,4,4,2,4,2,3,4,3,5,4,5,5,4,4,4,1,4,4,1,5,4,5,5,4,4,2,4,4,4,4,4,"yes","yes",3.6,2.9,3.8,4,0.92,"Very High"
"United States",45,"Male","No Kids","ltuni","full-time",67500,"",4,0,"Village","Single",2,0,4,3,4,4,4,3,2,4,4,3,1,3,4,4,4,5,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,2,"yes","yes",3.8,3.5,3.7,3.4,0.92,"Very High"
"United States",67.5,"Female","No Kids","deg","retired",35000,"",0,0,"Large Town","Single",2,0,4,4,3,3,3,1,1,1,2,3,3,1,2,2,2,3,1,2,1,5,4,2,2,3,2,2,3,3,3,1,4,3,3,2,1,2,1,2,3,3,5,5,5,4,2,"yes","no",3.4,2,2.5,4.2,0.92,"Very High"
"United States",55,"Male","Yes Kids","ma","full-time",87500,"",4,7,"Medium-Sized","Married",NA,2,4,3,4,3,3,4,2,5,3,3,4,3,4,3,3,4,5,4,2,4,4,1,3,4,2,2,4,4,4,3,3,4,4,4,4,3,4,4,3,4,2,3,2,3,1,"yes","yes",3.4,3.5,3.4,2.2,0.92,"Very High"
"United States",55,"Female","Yes Kids","deg","part-time",15000,"",0,10,"Small Town","Divorced",2,2,4,5,5,5,5,2,2,2,5,5,4,3,5,1,1,5,3,5,3,5,5,5,5,2,5,3,5,4,1,5,4,5,4,4,4,2,2,4,2,4,2,2,4,3,1,"yes","no",4.8,3.4,3.8,2.4,0.92,"Very High"
"United States",67.5,"Male","Yes Kids","phd","unemployed",150000,"",0,0,"Large Town","Married",2,2,5,3,3,3,3,4,3,2,4,5,5,5,4,5,5,4,4,4,4,5,5,2,2,1,4,4,4,5,5,5,4,4,4,4,5,5,4,5,5,5,3,4,2,4,1,"yes","yes",3.4,4.2,4.1,2.8,0.92,"Very High"
"United States",45,"Female","No Kids","phd","full-time",67500,"",5,0,"Small Town","Divorced",2,0,4,4,4,3,3,1,1,2,3,3,3,2,3,3,4,3,2,2,2,4,4,4,2,3,4,4,4,3,4,4,4,4,2,3,4,4,3,4,2,2,4,4,4,4,1,"yes","yes",3.6,2.5,3.4,3.4,0.92,"Very High"
"United States",45,"Female","No Kids","deg","full-time",45000,"",1,3,"Small Town","Single",2,0,4,4,1,1,1,1,1,1,4,4,4,1,3,2,4,3,2,2,1,4,3,3,2,4,4,2,3,5,4,3,4,4,3,2,4,1,1,4,4,2,3,3,4,3,2,"yes","no",2.2,2.5,3.1,3,0.92,"Very High"
"United States",55,"Male","Yes Kids","deg","full-time",67500,"",4,8,"Small Town","Separated",NA,2,4,4,4,4,4,1,2,4,3,5,4,3,5,5,5,3,3,2,2,4,4,2,3,4,1,3,4,4,4,3,3,4,2,3,5,5,5,4,5,4,2,2,1,2,1,"yes","yes",4,3.4,3.6,1.6,0.92,"Very High"
"United States",45,"Female","No Kids","ma","full-time",25000,"",3,0,"Village","Widowed",2,0,3,4,3,4,4,4,2,3,4,3,3,4,3,4,4,3,3,4,3,4,3,2,3,4,3,2,3,4,4,3,4,3,4,2,3,4,4,4,4,2,2,3,3,4,2,"yes","yes",3.6,3.4,3.2,2.8,0.92,"Very High"
"United States",25,"Male","No Kids","dip","student",10000,"",0,0,"Large-City","Single",2,0,3,4,4,5,5,1,4,5,4,2,4,3,4,4,3,5,5,4,5,3,4,2,4,3,3,3,3,5,3,5,4,4,2,4,4,5,4,4,5,4,2,2,1,2,1,"yes","yes",4.2,3.7,3.8,1.6,0.92,"Very High"
"United States",32.5,"Male","Yes Kids","ma","full-time",55000,"",2,0,"Village","Married",NA,0,3,4,2,2,2,1,2,3,4,3,2,3,5,4,4,2,3,1,1,3,5,1,3,2,3,2,4,1,5,3,4,5,3,2,5,4,4,4,5,5,3,2,3,4,4,"yes","yes",2.6,2.7,3.5,3.2,0.92,"Very High"
"United States",67.5,"Female","Yes Kids","ma","part-time",NA,"",0,0,"","Married",2,1,4,3,3,2,2,3,2,3,3,3,2,3,3,4,3,2,3,3,4,4,4,3,2,2,3,2,3,3,3,2,3,4,3,2,3,2,2,4,3,3,3,3,3,3,2,"yes","yes",2.8,3,2.8,2.8,0.92,"Very High"
"United States",45,"Male","Yes Kids","deg","full-time",150000,"",1,6,"Village","Married",NA,1,3,3,4,2,2,1,1,1,3,3,2,4,3,3,3,3,1,2,2,3,3,3,2,2,3,2,3,3,3,3,3,4,3,2,3,3,3,4,4,4,4,4,5,5,4,"yes","yes",2.8,2.3,3,4.4,0.92,"Very High"
"United States",21,"Female","No Kids","deg","student",25000,"",0,1,"Medium-Sized","Single",2,0,3,3,3,2,2,1,1,2,2,2,2,2,3,2,3,2,1,2,1,1,4,2,2,4,4,3,3,3,3,1,4,2,2,2,3,2,2,2,3,3,4,5,5,5,4,"yes","no",2.6,1.8,2.7,4.6,0.92,"Very High"
"United States",55,"Male","Yes Kids","phd","part-time",150000,"",NA,0,"Large Town","Married",NA,2,2,3,2,2,2,4,2,5,4,3,2,3,3,2,4,2,3,3,2,4,4,2,3,4,3,2,4,3,4,3,2,4,4,3,4,3,3,3,4,4,3,3,3,5,3,"yes","yes",2.2,3.1,3.3,3.4,0.92,"Very High"
"United States",32.5,"Female","No Kids","phd","full-time",35000,"",9,0,"8","Single",2,0,5,4,4,1,1,1,1,1,1,1,1,5,2,1,2,5,1,2,2,1,5,1,2,2,3,5,4,4,4,1,5,3,1,1,3,3,3,1,3,3,3,3,3,4,4,"yes","yes",3,1.8,2.8,3.4,0.92,"Very High"
"United States",32.5,"Female","No Kids","phd","part-time",35000,"",2,2,"Small Town","Married",2,0,3,3,5,4,3,1,1,3,3,3,1,2,3,2,4,3,3,2,2,1,3,3,2,1,2,3,2,4,2,2,2,3,1,1,3,4,3,3,3,2,4,4,4,4,5,"no","no",3.6,2.3,2.5,4.2,0.92,"Very High"
"United States",55,"Female","Yes Kids","dip","unemployed",67500,"",0,1,"Medium-Sized","Married",NA,1,3,2,3,2,2,2,2,4,4,2,3,3,2,3,3,2,3,3,2,2,2,1,2,4,3,2,3,3,3,2,2,3,3,4,3,4,3,3,3,4,3,3,4,5,5,"yes","no",2.4,2.7,2.8,4,0.92,"Very High"
"United States",28,"Male","No Kids","deg","full-time",25000,"",2,6,"Village","Married",2,0,5,4,5,5,4,1,3,4,4,5,5,5,4,5,5,2,2,3,4,5,5,1,3,5,3,4,4,4,5,4,3,5,1,4,5,4,4,4,5,5,4,4,4,3,1,"yes","yes",4.6,3.8,3.9,3.2,0.92,"Very High"
"United States",32.5,"Female","No Kids","dip","student",10000,"",0,2,"Village","Single",2,0,4,3,3,3,1,1,3,4,4,3,5,3,2,5,3,3,5,5,3,3,3,1,1,4,4,1,4,2,4,3,4,2,1,3,3,4,3,1,3,3,3,2,3,1,2,"yes","no",2.8,3.5,2.7,2.2,0.92,"Very High"
"United States",45,"Female","Yes Kids","deg","full-time",25000,"",1,7,"Village","Single",NA,0,3,3,3,3,3,3,3,4,3,3,2,4,4,3,3,4,4,4,3,4,3,4,4,3,3,3,2,3,3,3,4,4,2,3,3,3,4,3,3,4,3,2,2,3,4,"yes","no",3,3.4,3.2,2.8,0.92,"Very High"
"United States",45,"Female","Yes Kids","ma","full-time",35000,"",1,9,"Small Town","Married",NA,1,4,4,4,3,3,2,1,1,5,5,5,5,5,2,5,2,4,3,5,5,5,5,1,5,5,4,5,3,5,2,2,5,3,4,4,5,3,5,5,5,4,5,3,5,4,"yes","yes",3.6,3.7,4,4.2,0.92,"Very High"
"United States",28,"Male","No Kids","ma","full-time",55000,"",2,6,"Small Town","Married",2,0,3,3,2,2,2,1,2,4,4,3,1,1,4,2,4,1,3,3,2,1,3,1,3,4,2,2,3,3,4,2,3,4,1,3,4,5,2,5,3,4,3,3,3,3,2,"yes","yes",2.4,2.4,3,2.8,0.92,"Very High"
"United States",28,"Male","No Kids","deg","full-time",25000,"",4,0,"Village","Single",2,0,3,4,4,3,3,2,3,4,4,3,2,3,3,3,4,5,4,2,3,4,4,3,4,5,4,2,5,4,4,1,4,3,2,5,3,4,3,3,3,4,3,4,4,4,5,"yes","yes",3.4,3.3,3.5,4,0.92,"Very High"
"United States",20,"Male","No Kids","ltuni","student",10000,"",0,0,"Village","Single",2,0,4,3,3,2,2,1,3,3,3,2,2,3,3,2,2,4,4,2,3,3,3,3,4,5,1,4,4,3,4,3,2,4,2,3,4,3,4,4,4,3,5,5,5,3,4,"yes","yes",2.8,2.7,3.4,4.4,0.92,"Very High"
"United States",21,"Female","No Kids","ltuni","student",10000,"",3,0,"Village","Single",2,0,2,3,3,2,2,1,3,2,4,1,1,3,3,1,2,4,3,2,3,2,3,2,2,4,3,1,3,2,5,2,4,4,2,3,3,4,3,3,3,3,4,4,3,3,4,"yes","no",2.4,2.3,3,3.6,0.92,"Very High"
"United States",23,"Female","No Kids","deg","student",15000,"",1,0,"Medium-Sized","Single",2,0,5,5,5,3,3,1,4,4,5,3,3,4,4,3,4,3,5,4,5,3,4,1,3,5,4,5,3,5,3,4,5,3,3,5,5,4,4,4,5,5,4,4,4,4,4,"yes","yes",4.2,3.7,4,4,0.92,"Very High"
"United States",55,"Male","Yes Kids","ltuni","full-time",67500,"",NA,0,"Large Town","Married",NA,0,3,3,3,3,3,2,1,5,2,3,2,4,3,3,2,3,2,2,1,4,3,1,3,3,4,2,3,4,4,2,2,3,3,4,4,1,2,3,4,3,2,2,1,2,1,"yes","yes",3,2.6,2.9,1.6,0.92,"Very High"
"United States",55,"Male","No Kids","phd","full-time",150000,"",3,9,"Village","Married",2,0,3,3,4,3,3,1,2,3,4,2,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,4,3,3,3,2,2,3,2,4,3,4,2,4,3,3,3,3,3,5,2,"yes","yes",3.2,2.8,2.8,3.2,0.92,"Very High"
"United States",55,"Female","No Kids","ma","full-time",67500,"",0,0,"Large Town","Married",2,0,3,3,3,1,1,1,1,2,3,4,2,1,2,1,2,2,3,1,1,2,1,2,3,2,1,1,1,3,2,1,4,3,3,3,2,2,1,2,2,2,4,5,5,5,5,"no","no",2.2,1.9,2,4.8,0.92,"Very High"
"United States",28,"Male","No Kids","ltuni","full-time",45000,"",0,4,"Village","Divorced",2,0,4,4,4,4,4,3,2,3,4,4,5,2,3,2,4,4,3,2,2,5,4,2,2,5,2,5,5,4,4,3,4,3,5,3,3,4,3,3,3,3,3,4,3,4,1,"yes","no",4,3.2,3.5,3,0.92,"Very High"
"United States",25,"Male","No Kids","ma","student",35000,"",2,11,"Small Town","Single",2,0,4,4,3,2,2,1,1,5,2,1,1,1,1,1,1,2,1,3,1,1,1,3,2,4,4,1,2,4,2,2,1,2,1,2,2,3,3,3,2,2,4,4,3,3,2,"no","no",3,1.5,2.3,3.2,0.92,"Very High"
"United States",32.5,"Female","Yes Kids","ltuni","full-time",35000,"",6,9,"Rural/Country","Separated",5,0,4,4,5,5,4,2,2,2,5,4,5,4,1,4,4,2,1,2,5,4,5,4,1,2,5,2,5,2,5,4,2,5,2,1,2,5,4,1,4,1,4,4,4,4,4,"yes","no",4.4,3.1,3.1,4,0.92,"Very High"
"United States",67.5,"Male","Yes Kids","deg","full-time",150000,"",8,0,"Large Town","Married",2,2,4,3,3,2,1,1,1,3,3,2,3,3,3,2,3,1,2,1,1,3,3,3,1,1,1,1,1,2,3,2,4,4,2,2,3,3,2,3,1,2,5,5,4,4,3,"yes","yes",2.6,2.1,2.2,4.2,0.92,"Very High"
"United States",55,"Male","Yes Kids","deg","full-time",87500,"",6,10,"Small Town","Married",4,0,3,3,4,2,3,2,2,4,3,3,3,3,3,4,4,3,2,3,2,2,3,2,4,1,2,3,3,4,3,3,3,3,4,4,3,4,4,3,2,3,4,4,2,4,2,"yes","no",3,2.9,3,3.2,0.92,"Very High"
"United States",37.5,"Male","Yes Kids","dip","full-time",45000,"",6,10,"Small Town","Married",4,2,3,4,4,3,3,4,2,3,3,3,4,3,3,2,4,4,3,4,2,4,4,3,4,5,4,3,4,3,4,2,4,3,4,4,4,4,3,4,4,2,2,2,2,2,2,"yes","yes",3.4,3.2,3.6,2,0.92,"Very High"
"United States",55,"Male","No Kids","ma","full-time",NA,"",8,0,"Small Town","Married",2,0,5,3,3,4,4,1,1,2,3,5,5,3,2,4,4,4,4,1,1,1,5,1,5,2,3,1,2,3,5,1,5,4,1,1,3,1,1,4,3,4,4,3,4,4,5,"yes","yes",3.8,2.7,2.8,4,0.92,"Very High"
"United States",28,"Female","No Kids","ma","full-time",45000,"",1,5,"Village","Married",2,0,3,3,3,2,2,2,2,2,3,2,3,2,4,2,3,2,3,4,2,2,2,2,3,2,2,4,3,3,3,2,3,3,2,2,3,3,3,2,3,2,3,4,3,3,4,"yes","no",2.6,2.5,2.6,3.4,0.92,"Very High"
"United States",45,"Male","No Kids","","full-time",NA,"",8,0,"Small Town","Married",2,0,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"yes","no",2.4,2.9,3,3,0.92,"Very High"
"United States",55,"Female","Yes Kids","dip","student",NA,"",8,0,"Small Town","Married",NA,2,1,4,1,1,1,4,3,3,3,3,4,4,3,2,4,3,4,5,4,4,4,5,2,1,4,2,4,2,4,4,4,4,4,4,3,2,2,3,3,3,1,1,1,2,1,"yes","yes",1.6,3.5,3.2,1.2,0.92,"Very High"
"United States",28,"Male","No Kids","phd","student",NA,"",0,0,"Village","Single",2,0,3,3,4,3,3,4,4,5,5,5,5,4,5,4,5,4,4,5,4,5,5,3,4,4,3,4,4,3,5,4,4,4,4,4,5,5,4,4,5,5,3,3,3,4,3,"yes","yes",3.2,4.5,4.2,3.2,0.92,"Very High"
"United States",37.5,"Male","No Kids","deg","full-time",150000,"",10,2,"Village","Married",2,0,3,3,3,2,2,1,1,4,2,3,1,2,3,2,4,4,2,2,1,1,3,4,4,5,3,4,4,4,4,4,3,4,4,4,4,5,3,5,4,4,3,3,3,4,2,"yes","yes",2.6,2.2,4,3,0.92,"Very High"
"United States",45,"Female","Yes Kids","dip","student",25000,"",0,0,"Village","Married",NA,2,5,4,3,3,3,2,2,2,3,5,5,4,3,4,4,4,2,2,2,5,5,3,2,4,3,3,5,3,5,4,2,4,2,2,3,4,2,5,4,4,5,4,4,4,3,"yes","yes",3.6,3.3,3.5,4,0.92,"Very High"
"United States",67.5,"Female","Yes Kids","","full-time",150000,"",NA,0,"Village","Married",NA,1,4,2,4,2,2,1,2,1,3,1,1,1,1,1,3,1,1,2,2,1,1,1,1,4,1,3,1,1,2,1,2,3,2,2,1,2,1,2,2,1,4,4,4,5,4,"no","no",2.8,1.5,1.7,4.2,0.92,"Very High"
"United States",45,"Male","No Kids","ltuni","full-time",87500,"",0,6,"Medium-Sized","Divorced",2,0,3,3,4,2,2,1,2,3,3,2,1,3,4,2,3,3,3,5,2,3,3,1,3,4,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,3,2,3,2,3,1,"yes","yes",2.8,2.7,3.5,2.2,0.92,"Very High"
"United States",55,"Male","Yes Kids","deg","full-time",250000,"",NA,5,"Village","Married",NA,1,3,3,3,2,2,4,3,5,4,2,2,3,3,2,3,4,4,4,4,5,4,2,3,3,3,3,4,4,2,3,3,3,4,4,4,4,3,5,4,4,3,3,3,3,2,"yes","no",2.6,3.5,3.5,2.8,0.92,"Very High"
"United States",55,"Male","Yes Kids","ma","full-time",150000,"",2,4,"Small Town","Married",2,1,4,3,3,2,2,1,1,5,3,1,1,3,3,2,4,2,3,5,2,1,3,2,4,2,1,3,2,4,4,2,4,4,2,4,3,3,3,3,3,4,3,5,1,3,2,"yes","no",2.8,2.5,3,2.8,0.92,"Very High"
"United States",28,"Male","No Kids","phd","student",NA,"",0,0,"Small Town","Single",2,0,4,4,4,4,4,4,3,5,4,5,4,5,5,4,4,4,4,4,4,4,2,3,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,"yes","no",4,4.2,3.6,3.8,0.92,"Very High"
"United States",55,"Female","Yes Kids","high","full-time",35000,"",2,1,"Rural/Country","Single",2,1,3,4,3,3,3,2,3,5,5,3,4,5,3,4,5,5,5,3,4,3,5,1,5,2,1,3,3,4,3,3,5,4,1,3,4,4,2,5,5,4,2,2,2,2,2,"yes","yes",3.2,3.9,3.4,2,0.92,"Very High"
"United States",45,"Female","Yes Kids","deg","full-time",45000,"",7,0,"Large Town","Single",NA,2,4,3,4,4,3,1,2,2,3,3,4,3,3,2,3,2,3,2,3,3,3,3,4,4,2,3,4,4,3,3,4,3,2,4,4,4,3,4,5,4,3,2,3,4,2,"yes","no",3.6,2.6,3.5,2.8,0.92,"Very High"
"United States",32.5,"Female","No Kids","deg","full-time",67500,"",6,7,"Village","Single",2,0,4,1,1,1,1,2,2,2,3,4,1,2,3,3,3,3,4,2,3,4,5,2,2,4,4,3,4,3,4,3,4,5,3,3,4,4,4,5,4,4,3,4,3,3,3,"yes","no",1.6,2.7,3.7,3.2,0.92,"Very High"
"United States",45,"Female","No Kids","phd","full-time",55000,"",10,0,"Small Town","Single",2,0,3,3,3,3,3,3,1,4,3,4,2,5,4,3,4,2,3,2,2,2,5,1,2,4,1,2,3,3,4,4,4,5,2,3,3,5,4,4,4,4,2,2,3,3,3,"yes","yes",3,2.9,3.4,2.6,0.92,"Very High"
"United States",55,"Male","Yes Kids","ma","full-time",NA,"",14,0,"Village","Divorced",5,0,5,3,4,4,4,1,3,5,5,3,2,2,5,3,4,1,4,1,3,4,4,1,3,3,1,2,4,5,4,4,4,5,1,4,5,5,4,5,5,2,2,3,2,1,1,"yes","no",4,3.1,3.5,1.8,0.92,"Very High"
"United States",55,"Female","Yes Kids","deg","full-time",67500,"",0,0,"Small Town","Married",NA,0,3,3,4,2,2,1,2,4,4,3,4,3,4,1,2,2,3,5,4,3,4,1,3,5,4,3,4,1,5,5,5,5,3,4,5,5,5,5,5,5,3,2,1,1,1,"yes","yes",2.8,3,4.1,1.6,0.92,"Very High"
"United States",20,"Male","No Kids","ltuni","full-time",25000,"",0,4,"Medium-Sized","Single",2,0,3,3,4,3,2,1,3,4,3,4,4,4,4,2,4,4,4,5,2,2,3,2,4,4,2,3,3,3,4,2,4,4,3,2,4,3,4,3,3,4,2,3,2,2,1,"yes","yes",3,3.3,3.2,2,0.92,"Very High"
"United States",20,"Male","No Kids","ltuni","student",15000,"",2,0,"Village","Married",2,0,3,3,4,4,4,2,2,3,3,4,3,4,4,3,4,3,2,2,2,4,4,2,4,3,4,3,4,4,4,3,4,4,3,4,4,3,3,4,4,4,3,3,2,2,2,"yes","yes",3.6,3,3.6,2.4,0.92,"Very High"
"United States",45,"Female","Yes Kids","high","unemployed",45000,"",0,0,"Small Town","Widowed",NA,4,3,3,3,3,3,2,2,3,3,3,5,3,3,3,3,2,2,2,3,4,3,2,2,2,4,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,4,"yes","yes",3,2.9,2.8,3.4,0.92,"Very High"
"United States",28,"Female","Yes Kids","deg","part-time",25000,"",6,0,"Small Town","Single",NA,0,3,4,3,3,2,3,3,5,4,2,1,3,4,2,3,5,5,5,4,4,4,4,4,5,4,3,3,3,4,3,4,5,3,4,4,2,3,4,4,4,3,2,3,3,1,"yes","yes",3,3.5,3.7,2.4,0.92,"Very High"
"United States",45,"Female","Yes Kids","deg","full-time",25000,"",6,0,"Medium-Sized","Married",NA,0,5,5,5,3,3,1,3,1,5,5,4,5,5,1,5,1,4,1,5,5,5,1,2,3,1,1,4,4,5,5,3,5,1,1,5,2,1,1,5,4,3,1,3,2,3,"yes","yes",4.2,3.4,3,2.4,0.92,"Very High"
"United States",55,"Male","Yes Kids","ltuni","part-time",55000,"",NA,0,"Small Town","Married",NA,0,5,4,4,4,4,4,2,5,3,4,5,5,5,4,4,1,2,2,2,5,5,1,3,1,4,2,4,5,5,2,2,4,3,3,4,4,4,4,5,4,2,4,2,3,3,"yes","yes",4.2,3.5,3.5,2.8,0.92,"Very High"
"United States",55,"Female","Yes Kids","high","",NA,"",NA,0,"Large-City","Married",4,2,4,4,3,2,2,2,2,5,3,3,2,4,5,3,3,4,4,5,3,2,3,3,4,4,3,3,3,3,4,3,4,3,4,4,4,3,3,3,3,3,4,3,4,4,3,"yes","",3,3.3,3.4,3.6,0.92,"Very High"
"United States",67.5,"Male","Yes Kids","phd","full-time",250000,"",1,9,"Village","Married",2,2,4,4,4,4,4,3,5,4,3,5,1,5,5,1,5,5,5,5,5,2,5,1,5,5,5,5,5,3,5,5,5,5,5,3,5,3,3,5,5,5,3,4,3,5,4,"yes","yes",4,3.9,4.4,3.8,0.92,"Very High"
"United States",32.5,"Female","No Kids","deg","full-time",55000,"",8,6,"Small Town","Single",2,0,4,4,5,4,5,5,4,4,5,5,4,5,5,4,4,3,5,3,4,5,4,4,4,4,5,3,4,4,4,4,4,4,3,4,5,4,3,4,5,4,2,3,3,3,1,"yes","yes",4.4,4.3,4,2.4,0.92,"Very High"
"United States",28,"Male","No Kids","deg","student",25000,"",2,0,"Village","Single",2,0,5,5,3,3,3,1,3,4,5,5,5,5,5,1,5,3,5,1,2,5,5,5,3,5,5,3,5,3,5,1,2,5,3,5,5,5,5,5,5,5,3,3,3,3,5,"yes","yes",3.8,3.7,4.2,3.4,0.92,"Very High"
"United States",20,"Female","No Kids","ltuni","student",NA,"",0,0,"Village","Single",2,0,3,3,3,3,3,2,2,5,4,4,4,5,4,3,4,4,4,5,3,4,3,5,4,5,4,4,4,4,4,5,4,4,3,5,3,3,4,4,4,5,3,3,3,3,3,"yes","yes",3,3.8,4,3,0.92,"Very High"
"United States",25,"Male","No Kids","ma","student",10000,"",1,0,"Village","Married",2,0,4,4,4,3,3,1,1,4,4,3,1,3,3,1,4,3,4,4,2,3,4,2,3,5,2,2,4,4,4,5,2,4,4,4,4,4,3,3,4,3,3,3,4,4,3,"yes","no",3.6,2.7,3.5,3.4,0.92,"Very High"
"United States",28,"Female","Yes Kids","ltuni","full-time",25000,"",7,0,"Large Town","Single",2,2,2,2,3,3,2,4,4,5,4,3,4,4,5,2,3,4,5,5,5,4,5,3,4,5,4,4,3,4,5,4,4,4,4,4,4,5,5,4,5,4,1,1,3,2,1,"yes","yes",2.4,4.1,4.2,1.6,0.92,"Very High"
"United States",23,"Female","No Kids","deg","unemployed",NA,"",0,2,"Small Town","Single",2,0,4,3,4,3,3,1,3,2,4,4,2,4,4,2,3,4,4,3,4,3,3,2,3,4,4,3,5,5,5,4,4,4,3,3,5,5,4,5,4,5,4,4,4,3,5,"yes","yes",3.4,3.1,4,4,0.92,"Very High"
"United States",24,"Male","No Kids","deg","part-time",35000,"",0,6,"Village","Single",2,0,4,4,4,4,4,2,3,4,4,4,4,5,4,3,4,2,4,3,4,5,5,4,3,5,4,4,5,5,5,4,4,5,2,3,4,4,4,5,4,3,2,2,2,2,2,"yes","yes",4,3.7,4.1,2,0.92,"Very High"
"United States",37.5,"Male","No Kids","deg","full-time",45000,"",6,11,"Village","Married",2,0,4,5,4,4,4,3,5,5,4,4,5,5,4,3,5,1,4,3,5,5,5,3,4,4,5,3,3,3,4,5,5,4,3,2,3,5,4,4,4,3,3,3,4,5,3,"yes","yes",4.2,4.1,3.8,3.6,0.92,"Very High"
